,Genero,Nombre_del_contenido,Etiquetas,Especificaciones,Id,user_id,item_nombre
90095,Action,Fallout: New Vegas,Character Customization,Steam Leaderboards,22380,PPanther,Fallout: New Vegas
90096,Action,Fallout: New Vegas,Character Customization,Steam Leaderboards,22380,ABSOLUTLY_NOTHING,Fallout: New Vegas
90097,Action,Fallout: New Vegas,Character Customization,Steam Leaderboards,22380,76561198058373434,Fallout: New Vegas
90098,Action,Fallout: New Vegas,Character Customization,Steam Leaderboards,22380,SavageEeEe,Fallout: New Vegas
90099,Action,Fallout: New Vegas,Character Customization,Steam Leaderboards,22380,76561198054540475,Fallout: New Vegas
90100,Action,Fallout: New Vegas,Character Customization,Steam Leaderboards,22380,VVillis,Fallout: New Vegas
90101,Action,Fallout: New Vegas,Character Customization,Steam Leaderboards,22380,iampiepiepie,Fallout: New Vegas
90102,Action,Fallout: New Vegas,Character Customization,Steam Leaderboards,22380,76561198086878953,Fallout: New Vegas
90103,Action,Fallout: New Vegas,Shooter,Single-player,22380,76561197970982479,Fallout: New Vegas
90104,Action,Fallout: New Vegas,Shooter,Single-player,22380,js41637,Fallout: New Vegas
90105,Action,Fallout: New Vegas,Shooter,Single-player,22380,evcentric,Fallout: New Vegas
90106,Action,Fallout: New Vegas,Shooter,Single-player,22380,Riot-Punch,Fallout: New Vegas
90107,Action,Fallout: New Vegas,Shooter,Single-player,22380,doctr,Fallout: New Vegas
90108,Action,Fallout: New Vegas,Shooter,Single-player,22380,MinxIsBetterThanPotatoes,Fallout: New Vegas
90109,Action,Fallout: New Vegas,Shooter,Single-player,22380,themanwich,Fallout: New Vegas
90110,Action,Fallout: New Vegas,Shooter,Single-player,22380,maplemage,Fallout: New Vegas
90111,Action,Fallout: New Vegas,Shooter,Single-player,22380,76561198089393905,Fallout: New Vegas
90112,Action,Fallout: New Vegas,Shooter,Single-player,22380,thequeenpanda,Fallout: New Vegas
90113,Action,Fallout: New Vegas,Shooter,Single-player,22380,76561198043472122,Fallout: New Vegas
90114,Action,Fallout: New Vegas,Shooter,Single-player,22380,MarbleShrine,Fallout: New Vegas
90115,Action,Fallout: New Vegas,Shooter,Single-player,22380,Moomfina,Fallout: New Vegas
90116,Action,Fallout: New Vegas,Shooter,Single-player,22380,PPanther,Fallout: New Vegas
90117,Action,Fallout: New Vegas,Shooter,Single-player,22380,ABSOLUTLY_NOTHING,Fallout: New Vegas
90118,Action,Fallout: New Vegas,Shooter,Single-player,22380,76561198058373434,Fallout: New Vegas
90119,Action,Fallout: New Vegas,Shooter,Single-player,22380,SavageEeEe,Fallout: New Vegas
90120,Action,Fallout: New Vegas,Shooter,Single-player,22380,76561198054540475,Fallout: New Vegas
90121,Action,Fallout: New Vegas,Shooter,Single-player,22380,VVillis,Fallout: New Vegas
90122,Action,Fallout: New Vegas,Shooter,Single-player,22380,iampiepiepie,Fallout: New Vegas
90123,Action,Fallout: New Vegas,Shooter,Single-player,22380,76561198086878953,Fallout: New Vegas
90124,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,76561197970982479,Fallout: New Vegas
90125,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,js41637,Fallout: New Vegas
90126,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,evcentric,Fallout: New Vegas
90127,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,Riot-Punch,Fallout: New Vegas
90128,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,doctr,Fallout: New Vegas
90129,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,MinxIsBetterThanPotatoes,Fallout: New Vegas
90130,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,themanwich,Fallout: New Vegas
90131,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,maplemage,Fallout: New Vegas
90132,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,76561198089393905,Fallout: New Vegas
90133,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,thequeenpanda,Fallout: New Vegas
90134,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,76561198043472122,Fallout: New Vegas
90135,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,MarbleShrine,Fallout: New Vegas
90136,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,Moomfina,Fallout: New Vegas
90137,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,PPanther,Fallout: New Vegas
90138,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,ABSOLUTLY_NOTHING,Fallout: New Vegas
90139,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,76561198058373434,Fallout: New Vegas
90140,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,SavageEeEe,Fallout: New Vegas
90141,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,76561198054540475,Fallout: New Vegas
90142,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,VVillis,Fallout: New Vegas
90143,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,iampiepiepie,Fallout: New Vegas
90144,Action,Fallout: New Vegas,Shooter,Steam Achievements,22380,76561198086878953,Fallout: New Vegas
90145,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,76561197970982479,Fallout: New Vegas
90146,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,js41637,Fallout: New Vegas
90147,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,evcentric,Fallout: New Vegas
90148,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,Riot-Punch,Fallout: New Vegas
90149,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,doctr,Fallout: New Vegas
90150,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,MinxIsBetterThanPotatoes,Fallout: New Vegas
90151,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,themanwich,Fallout: New Vegas
90152,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,maplemage,Fallout: New Vegas
90153,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,76561198089393905,Fallout: New Vegas
90154,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,thequeenpanda,Fallout: New Vegas
90155,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,76561198043472122,Fallout: New Vegas
90156,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,MarbleShrine,Fallout: New Vegas
90157,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,Moomfina,Fallout: New Vegas
90158,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,PPanther,Fallout: New Vegas
90159,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,ABSOLUTLY_NOTHING,Fallout: New Vegas
90160,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,76561198058373434,Fallout: New Vegas
90161,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,SavageEeEe,Fallout: New Vegas
90162,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,76561198054540475,Fallout: New Vegas
90163,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,VVillis,Fallout: New Vegas
90164,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,iampiepiepie,Fallout: New Vegas
90165,Action,Fallout: New Vegas,Shooter,Partial Controller Support,22380,76561198086878953,Fallout: New Vegas
90166,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,76561197970982479,Fallout: New Vegas
90167,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,js41637,Fallout: New Vegas
90168,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,evcentric,Fallout: New Vegas
90169,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,Riot-Punch,Fallout: New Vegas
90170,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,doctr,Fallout: New Vegas
90171,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,MinxIsBetterThanPotatoes,Fallout: New Vegas
90172,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,themanwich,Fallout: New Vegas
90173,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,maplemage,Fallout: New Vegas
90174,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,76561198089393905,Fallout: New Vegas
90175,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,thequeenpanda,Fallout: New Vegas
90176,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,76561198043472122,Fallout: New Vegas
90177,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,MarbleShrine,Fallout: New Vegas
90178,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,Moomfina,Fallout: New Vegas
90179,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,PPanther,Fallout: New Vegas
90180,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,ABSOLUTLY_NOTHING,Fallout: New Vegas
90181,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,76561198058373434,Fallout: New Vegas
90182,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,SavageEeEe,Fallout: New Vegas
90183,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,76561198054540475,Fallout: New Vegas
90184,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,VVillis,Fallout: New Vegas
90185,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,iampiepiepie,Fallout: New Vegas
90186,Action,Fallout: New Vegas,Shooter,Steam Leaderboards,22380,76561198086878953,Fallout: New Vegas
90187,Action,Fallout: New Vegas,Third Person,Single-player,22380,76561197970982479,Fallout: New Vegas
90188,Action,Fallout: New Vegas,Third Person,Single-player,22380,js41637,Fallout: New Vegas
90189,Action,Fallout: New Vegas,Third Person,Single-player,22380,evcentric,Fallout: New Vegas
90190,Action,Fallout: New Vegas,Third Person,Single-player,22380,Riot-Punch,Fallout: New Vegas
90191,Action,Fallout: New Vegas,Third Person,Single-player,22380,doctr,Fallout: New Vegas
90192,Action,Fallout: New Vegas,Third Person,Single-player,22380,MinxIsBetterThanPotatoes,Fallout: New Vegas
90193,Action,Fallout: New Vegas,Third Person,Single-player,22380,themanwich,Fallout: New Vegas
90194,Action,Fallout: New Vegas,Third Person,Single-player,22380,maplemage,Fallout: New Vegas
90195,Action,Fallout: New Vegas,Third Person,Single-player,22380,76561198089393905,Fallout: New Vegas
90196,Action,Fallout: New Vegas,Third Person,Single-player,22380,thequeenpanda,Fallout: New Vegas
90197,Action,Fallout: New Vegas,Third Person,Single-player,22380,76561198043472122,Fallout: New Vegas
90198,Action,Fallout: New Vegas,Third Person,Single-player,22380,MarbleShrine,Fallout: New Vegas
90199,Action,Fallout: New Vegas,Third Person,Single-player,22380,Moomfina,Fallout: New Vegas
90200,Action,Fallout: New Vegas,Third Person,Single-player,22380,PPanther,Fallout: New Vegas
90201,Action,Fallout: New Vegas,Third Person,Single-player,22380,ABSOLUTLY_NOTHING,Fallout: New Vegas
90202,Action,Fallout: New Vegas,Third Person,Single-player,22380,76561198058373434,Fallout: New Vegas
90203,Action,Fallout: New Vegas,Third Person,Single-player,22380,SavageEeEe,Fallout: New Vegas
90204,Action,Fallout: New Vegas,Third Person,Single-player,22380,76561198054540475,Fallout: New Vegas
90205,Action,Fallout: New Vegas,Third Person,Single-player,22380,VVillis,Fallout: New Vegas
90206,Action,Fallout: New Vegas,Third Person,Single-player,22380,iampiepiepie,Fallout: New Vegas
90207,Action,Fallout: New Vegas,Third Person,Single-player,22380,76561198086878953,Fallout: New Vegas
90208,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,76561197970982479,Fallout: New Vegas
90209,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,js41637,Fallout: New Vegas
90210,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,evcentric,Fallout: New Vegas
90211,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,Riot-Punch,Fallout: New Vegas
90212,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,doctr,Fallout: New Vegas
90213,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,MinxIsBetterThanPotatoes,Fallout: New Vegas
90214,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,themanwich,Fallout: New Vegas
90215,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,maplemage,Fallout: New Vegas
90216,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,76561198089393905,Fallout: New Vegas
90217,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,thequeenpanda,Fallout: New Vegas
90218,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,76561198043472122,Fallout: New Vegas
90219,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,MarbleShrine,Fallout: New Vegas
90220,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,Moomfina,Fallout: New Vegas
90221,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,PPanther,Fallout: New Vegas
90222,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,ABSOLUTLY_NOTHING,Fallout: New Vegas
90223,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,76561198058373434,Fallout: New Vegas
90224,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,SavageEeEe,Fallout: New Vegas
90225,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,76561198054540475,Fallout: New Vegas
90226,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,VVillis,Fallout: New Vegas
90227,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,iampiepiepie,Fallout: New Vegas
90228,Action,Fallout: New Vegas,Third Person,Steam Achievements,22380,76561198086878953,Fallout: New Vegas
90229,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,76561197970982479,Fallout: New Vegas
90230,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,js41637,Fallout: New Vegas
90231,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,evcentric,Fallout: New Vegas
90232,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,Riot-Punch,Fallout: New Vegas
90233,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,doctr,Fallout: New Vegas
90234,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,MinxIsBetterThanPotatoes,Fallout: New Vegas
90235,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,themanwich,Fallout: New Vegas
90236,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,maplemage,Fallout: New Vegas
90237,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,76561198089393905,Fallout: New Vegas
90238,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,thequeenpanda,Fallout: New Vegas
90239,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,76561198043472122,Fallout: New Vegas
90240,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,MarbleShrine,Fallout: New Vegas
90241,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,Moomfina,Fallout: New Vegas
90242,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,PPanther,Fallout: New Vegas
90243,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,ABSOLUTLY_NOTHING,Fallout: New Vegas
90244,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,76561198058373434,Fallout: New Vegas
90245,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,SavageEeEe,Fallout: New Vegas
90246,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,76561198054540475,Fallout: New Vegas
90247,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,VVillis,Fallout: New Vegas
90248,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,iampiepiepie,Fallout: New Vegas
90249,Action,Fallout: New Vegas,Third Person,Partial Controller Support,22380,76561198086878953,Fallout: New Vegas
90250,Action,Fallout: New Vegas,Third Person,Steam Leaderboards,22380,76561197970982479,Fallout: New Vegas
90251,Action,Fallout: New Vegas,Third Person,Steam Leaderboards,22380,js41637,Fallout: New Vegas
90252,Action,Fallout: New Vegas,Third Person,Steam Leaderboards,22380,evcentric,Fallout: New Vegas
90253,Action,Fallout: New Vegas,Third Person,Steam Leaderboards,22380,Riot-Punch,Fallout: New Vegas
90254,Action,Fallout: New Vegas,Third Person,Steam Leaderboards,22380,doctr,Fallout: New Vegas
90255,Action,Fallout: New Vegas,Third Person,Steam Leaderboards,22380,MinxIsBetterThanPotatoes,Fallout: New Vegas
90256,Action,Fallout: New Vegas,Third Person,Steam Leaderboards,22380,themanwich,Fallout: New Vegas
90257,Action,Fallout: New Vegas,Third Person,Steam Leaderboards,22380,maplemage,Fallout: New Vegas
90258,Action,Fallout: New Vegas,Third Person,Steam Leaderboards,22380,76561198089393905,Fallout: New Vegas
90259,Action,Fallout: New Vegas,Third Person,Steam Leaderboards,22380,thequeenpanda,Fallout: New Vegas
90260,Action,Fallout: New Vegas,Third Person,Steam Leaderboards,22380,76561198043472122,Fallout: New Vegas
90261,Action,Fallout: New Vegas,Third Person,Steam Leaderboards,22380,MarbleShrine,Fallout: New Vegas
90262,Action,Fallout: New Vegas,Third Person,Steam Leaderboards,22380,Moomfina,Fallout: New Vegas
90263,Action,Fallout: New Vegas,Third Person,Steam Leaderboards,22380,PPanther,Fallout: New Vegas
90264,Action,Fallout: New Vegas,Third Person,Steam Leaderboards,22380,ABSOLUTLY_NOTHING,Fallout: New Vegas
90265,Action,Fallout: New Vegas,Third Person,Steam Leaderboards,22380,76561198058373434,Fallout: New Vegas
90266,Action,Fallout: New Vegas,Third Person,Steam Leaderboards,22380,SavageEeEe,Fallout: New Vegas
90267,Action,Fallout: New Vegas,Third Person,Steam Leaderboards,22380,76561198054540475,Fallout: New Vegas
90268,Action,Fallout: New Vegas,Third Person,Steam Leaderboards,22380,VVillis,Fallout: New Vegas
